site,data.source,day,month,year,section,distance.m,ch.spawn,ch.hold,ch.live.total,ch.live.est,reliability,pi.spawn,pi.hold,pi.live.total,pi.live.est,reliability,co.live.total,co.live.est,reliability,so.live.total,so.live.est,reliability,ch.bear,ch.wolf,ch.senes,ch.unknown,ch.dead.total,ch.dead.est,pi.bear,pi.wolf,pi.senes,pi.unknown,pi.dead.total,pi.dead.est,co.dead total,co.dead.est,Pink.active.spawning,Chum.active.spawning,Coho.active.spawning,Fish.countability,Sky.brightness,Windy,Precipitation.type,Precipitation.intensity,Bankfull,Water.colour,Stream.visibility,Rational.estimated.live,Rational.estimated.dead,NOTES
Troupe South,SFU,27,9,2014,total,200,5,1,6,6,H,4,0,4,4,H,31,31,H,0,0,H,2,5,3,0,10,10,3,0,0,1,4,4,11,11,Start,Start,Start,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2014,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,Start,Fair,Medium,No,Rain,Light,Below normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2014,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,1,,Start,Start,Start,Fair,Medium,No,Rain,Light,Below normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2014,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,Start,Fair,Medium,No,Rain,Light,Below normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2014,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,1,0,0,0,1,,0,,Start,Start,Start,Fair,Medium,No,Rain,Light,Below normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2014,total,150,0,0,0,0,H,0,0,0,0,H,0,0,H,0,0,H,0,0,0,0,0,0,1,0,0,0,1,1,1,1,Start,Start,Start,Fair,Medium,No,Rain,Light,Below normal,DTDT,Medium,,,
Farm Bay,SFU,27,9,2014,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Farm Bay,SFU,27,9,2014,1,50,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Farm Bay,SFU,27,9,2014,2,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Farm Bay,SFU,27,9,2014,3,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Farm Bay,SFU,27,9,2014,4,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Farm Bay,SFU,27,9,2014,total,200,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Fair,Medium,No,Rain,Medium,Below normal,DTDT,Medium,,,
Beales Right,SFU,29,9,2014,estuary,0,0,23,23,,,0,51,51,,,2,,,0,,,3,3,4,6,16,,0,1,3,4,8,,0,,Start,Peak,,Poor,Medium,No,Rain,Medium,Above normal,DTDT,Low,"Very difficult to see due to high water and rapids throughout stream (except estuary and T1), water very dark.","Many senescent carcasses found in T1 due to log jam that caught fish washing down stream. Not able to see into pools for carcasses, found most on banks/logs from predation.",Finished count at 200m at waterfall; most of estuary shared with Beales Left and included in that count.
Beales Right,SFU,29,9,2014,1,50,9,0,9,,,38,0,38,,,0,,,0,,,6,4,11,6,27,,2,3,4,2,11,,0,,Start,Peak,,Poor,Medium,No,Rain,Medium,Above normal,DTDT,Low,"Very difficult to see due to high water and rapids throughout stream (except estuary and T1), water very dark.","Many senescent carcasses found in T1 due to log jam that caught fish washing down stream. Not able to see into pools for carcasses, found most on banks/logs from predation.",Finished count at 200m at waterfall; most of estuary shared with Beales Left and included in that count.
Beales Right,SFU,29,9,2014,2,100,3,0,3,,,4,0,4,,,0,,,0,,,2,4,0,0,6,,0,0,0,0,0,,0,,Start,Peak,,Poor,Medium,No,Rain,Medium,Above normal,DTDT,Low,"Very difficult to see due to high water and rapids throughout stream (except estuary and T1), water very dark.","Many senescent carcasses found in T1 due to log jam that caught fish washing down stream. Not able to see into pools for carcasses, found most on banks/logs from predation.",Finished count at 200m at waterfall; most of estuary shared with Beales Left and included in that count.
Beales Right,SFU,29,9,2014,3,150,8,0,8,,,8,0,8,,,0,,,0,,,2,3,1,1,7,,0,0,0,1,1,,0,,Start,Peak,,Poor,Medium,No,Rain,Medium,Above normal,DTDT,Low,"Very difficult to see due to high water and rapids throughout stream (except estuary and T1), water very dark.","Many senescent carcasses found in T1 due to log jam that caught fish washing down stream. Not able to see into pools for carcasses, found most on banks/logs from predation.",Finished count at 200m at waterfall; most of estuary shared with Beales Left and included in that count.
Beales Right,SFU,29,9,2014,4,200,0,0,0,,,0,0,0,,,1,,,0,,,0,0,0,4,4,,0,0,0,2,2,,0,,Start,Peak,,Poor,Medium,No,Rain,Medium,Above normal,DTDT,Low,"Very difficult to see due to high water and rapids throughout stream (except estuary and T1), water very dark.","Many senescent carcasses found in T1 due to log jam that caught fish washing down stream. Not able to see into pools for carcasses, found most on banks/logs from predation.",Finished count at 200m at waterfall; most of estuary shared with Beales Left and included in that count.
Beales Right,SFU,29,9,2014,total,200,20,23,43,60,L,50,51,101,130,L,3,3,L,0,0,L,13,14,16,17,60,60,2,4,7,9,22,22,0,0,Start,Peak,,Poor,Medium,No,Rain,Medium,Above normal,DTDT,Low,"Very difficult to see due to high water and rapids throughout stream (except estuary and T1), water very dark.","Many senescent carcasses found in T1 due to log jam that caught fish washing down stream. Not able to see into pools for carcasses, found most on banks/logs from predation.",Finished count at 200m at waterfall; most of estuary shared with Beales Left and included in that count.
Beales Left,SFU,29,9,2014,estuary,0,42,0,42,,,416,0,416,,,3,,,0,,,36,9,48,19,112,,11,5,24,11,51,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Water very dark and deep in some places, some individuals likely missed.","Lots of predator activity, some carcasses may have been missed.","Estuary shared with Beales Right, included with this count."
Beales Left,SFU,29,9,2014,1,50,61,0,61,,,114,0,114,,,0,,,0,,,2,6,85,0,93,,1,0,16,0,17,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Water very dark and deep in some places, some individuals likely missed.","Lots of predator activity, some carcasses may have been missed.","Estuary shared with Beales Right, included with this count."
Beales Left,SFU,29,9,2014,2,100,66,0,66,,,74,0,74,,,0,,,0,,,10,10,90,3,113,,0,0,7,0,7,,1,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Water very dark and deep in some places, some individuals likely missed.","Lots of predator activity, some carcasses may have been missed.","Estuary shared with Beales Right, included with this count."
Beales Left,SFU,29,9,2014,3,150,52,0,52,,,2,0,2,,,0,,,0,,,7,0,18,0,25,,0,0,7,0,7,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Water very dark and deep in some places, some individuals likely missed.","Lots of predator activity, some carcasses may have been missed.","Estuary shared with Beales Right, included with this count."
Beales Left,SFU,29,9,2014,4,220,27,0,27,,,6,0,6,,,0,,,0,,,0,3,9,3,15,,0,0,2,0,2,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Water very dark and deep in some places, some individuals likely missed.","Lots of predator activity, some carcasses may have been missed.","Estuary shared with Beales Right, included with this count."
Beales Left,SFU,29,9,2014,total,220,248,0,248,300,M,612,0,612,700,M,3,3,M,0,0,M,55,28,250,25,358,363,12,5,56,11,84,92,1,1,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Water very dark and deep in some places, some individuals likely missed.","Lots of predator activity, some carcasses may have been missed.","Estuary shared with Beales Right, included with this count."
Neekas,SFU,30,9,2014,estuary,0,0,1017,1017,,,0,892,892,,,0,,,0,,,178,12,755,121,1066,,42,4,86,23,155,,3,,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Neekas,SFU,30,9,2014,1,200,480,0,480,,,457,0,457,,,0,,,0,,,18,2,275,8,303,,2,1,33,0,36,,0,,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Neekas,SFU,30,9,2014,2,400,738,0,738,,,379,0,379,,,2,,,0,,,10,4,489,10,513,,1,0,17,0,18,,0,,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Neekas,SFU,30,9,2014,3,600,1170,0,1170,,,1079,0,1079,,,4,,,0,,,16,2,1458,3,1479,,3,0,21,1,25,,0,,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Neekas,SFU,30,9,2014,4,800,1411,0,1411,,,1133,0,1133,,,0,,,0,,,18,1,1729,4,1752,,1,0,44,0,45,,0,,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Neekas,SFU,30,9,2014,5,1000,967,0,967,,,793,0,793,,,0,,,0,,,35,5,879,11,930,,9,0,18,0,27,,0,,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Neekas,SFU,30,9,2014,total,1000,4766,1017,5783,8000,L,3841,892,4733,6500,L,6,6,L,0,0,L,275,26,5585,157,6043,7000,58,5,219,24,306,400,3,3,Start,Peak,,Fair,Medium,No,None,,Above normal,DTDT,Medium,Was not able to walk the entire spawning length due to high water.,Was not able to walk the entire spawning length due to high water.,"Stream was too high and fast flowing to walk safely after 1000m, incomplete count."
Sagar,SFU,30,9,2014,estuary,0,0,119,119,,,0,332,332,,,0,,,0,,,3,0,224,44,271,,2,0,19,7,28,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Number for pool below falls (last reach) an estimate due to dark, turbid water.",,Stream dark and fast flowing.
Sagar,SFU,30,9,2014,1,50,135,0,135,,,45,0,45,,,0,,,0,,,6,0,118,3,127,,1,0,7,2,10,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Number for pool below falls (last reach) an estimate due to dark, turbid water.",,Stream dark and fast flowing.
Sagar,SFU,30,9,2014,2,100,66,0,66,,,12,0,12,,,0,,,0,,,2,0,149,2,153,,1,0,2,2,5,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Number for pool below falls (last reach) an estimate due to dark, turbid water.",,Stream dark and fast flowing.
Sagar,SFU,30,9,2014,3,150,77,0,77,,,72,0,72,,,0,,,0,,,4,0,0,1,5,,3,0,0,1,4,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Number for pool below falls (last reach) an estimate due to dark, turbid water.",,Stream dark and fast flowing.
Sagar,SFU,30,9,2014,4,170,100,0,100,,,45,0,45,,,0,,,0,,,0,0,13,0,13,,0,0,0,0,0,,0,,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Number for pool below falls (last reach) an estimate due to dark, turbid water.",,Stream dark and fast flowing.
Sagar,SFU,30,9,2014,total,170,378,119,497,500,M,174,332,506,506,M,0,0,M,0,0,M,15,0,504,50,569,569,7,0,28,12,47,47,0,0,Start,Peak,,Fair,Medium,No,Rain,Medium,Above normal,DTDT,Medium,"Number for pool below falls (last reach) an estimate due to dark, turbid water.",,Stream dark and fast flowing.
Fannie Left,SFU,1,10,2014,estuary,0,0,117,117,,,0,682,682,,,1,,,0,,,67,4,251,241,563,,39,6,102,426,573,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,1,200,117,0,117,,,596,0,596,,,0,,,0,,,10,3,239,54,306,,30,5,211,51,297,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,2,400,350,0,350,,,651,0,651,,,0,,,0,,,20,2,327,10,359,,42,5,246,55,348,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,3,600,499,0,499,,,522,0,522,,,6,,,0,,,10,0,697,9,716,,5,1,56,3,65,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,4,800,467,0,467,,,32,0,32,,,0,,,0,,,17,2,1389,7,1415,,2,2,22,1,27,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,5,1000,372,0,372,,,11,0,11,,,1,,,2,,,11,2,1244,5,1262,,0,0,3,0,3,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,6,1200,713,0,713,,,2,0,2,,,13,,,0,,,13,0,900,3,916,,0,0,0,0,0,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,7,1400,371,0,371,,,2,0,2,,,1,,,0,,,12,0,164,0,176,,0,0,0,0,0,,0,,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Fannie Left,SFU,1,10,2014,total,1400,2889,117,3006,3006,H,1816,682,2498,2498,H,22,22,H,2,2,H,160,13,5211,329,5713,5713,118,19,394,536,1067,1067,0,0,Peak,Peak,Start,Good,Medium,No,None,,Normal,DTDT,Medium,"Thorough search, estimated=observed","Thorough search, estimated=observed",
Bullock Main,SFU,4,10,2014,estuary,0,0,14,14,,,0,248,248,,,0,,,0,,,40,4,90,26,160,,9,0,51,5,65,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,1,50,5,0,5,,,191,0,191,,,0,,,0,,,0,0,40,2,42,,0,0,8,1,9,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,2,100,6,0,6,,,236,0,236,,,0,,,0,,,2,0,38,2,42,,0,2,6,1,9,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,3,150,16,0,16,,,393,0,393,,,0,,,0,,,1,3,97,4,105,,2,1,6,1,10,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,4,200,19,0,19,,,176,0,176,,,0,,,0,,,1,0,78,5,84,,0,0,15,2,17,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,5,250,15,0,15,,,247,0,247,,,0,,,0,,,2,0,88,1,91,,1,0,15,1,17,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,6,300,27,0,27,,,135,0,135,,,0,,,0,,,11,0,80,4,95,,4,0,10,2,16,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,7,350 R,29,0,29,,,103,0,103,,,0,,,0,,,0,3,175,0,178,,1,0,15,0,16,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,8,400 R,43,0,43,,,100,0,100,,,0,,,0,,,9,3,247,11,270,,3,1,16,2,22,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,9,450 R,35,0,35,,,78,0,78,,,0,,,0,,,3,0,41,3,47,,0,0,2,4,6,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,10,500 R,10,0,10,,,11,0,11,,,1,,,0,,,0,0,2,3,5,,0,0,2,2,4,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,11,350 L,30,0,30,,,365,0,365,,,0,,,0,,,4,4,75,8,91,,0,2,5,0,7,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,12,400 L,14,0,14,,,152,0,152,,,0,,,0,,,1,1,21,9,32,,0,0,2,0,2,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,13,450 L,26,0,26,,,142,0,142,,,0,,,0,,,0,3,2,0,5,,0,5,1,0,6,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,14,500 L,4,0,4,,,50,0,50,,,3,,,0,,,0,1,1,0,2,,0,0,1,0,1,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,15,550 L,0,0,0,,,18,0,18,,,1,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Main,SFU,4,10,2014,total,750,279,14,293,293,M,2400,248,2648,2648,M,5,5,M,0,0,M,74,58,1075,78,1285,1285,20,11,155,21,207,207,0,,Start,End,,Fair,Medium,No,Rain,Light,Above normal,"DTDT, Slightly turbid",Medium,,,
Bullock Square,SFU,4,10,2014,estuary,0,0,17,17,,,0,53,53,,,0,,,0,,,6,1,34,3,44,,2,0,7,0,9,,0,,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Bullock Square,SFU,4,10,2014,1,50,33,0,33,,,14,0,14,,,0,,,0,,,0,0,5,0,5,,0,0,0,0,0,,0,,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Bullock Square,SFU,4,10,2014,2,100,13,0,13,,,35,0,35,,,0,,,0,,,0,0,2,0,2,,0,0,0,0,0,,0,,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Bullock Square,SFU,4,10,2014,3,150,3,0,3,,,4,0,4,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Bullock Square,SFU,4,10,2014,4,200,6,0,6,,,1,0,1,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Bullock Square,SFU,4,10,2014,5,250,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Bullock Square,SFU,4,10,2014,total,250,55,17,72,85,L,54,53,107,120,L,0,0,L,0,0,L,6,1,34,3,44,44,2,0,7,0,9,9,0,0,Start,Peak,,Poor,Medium,No,None,,Above normal,"DTDT, Slightly turbid",Medium,"Water very high and fast, some tannins, white water, may have missed some fish.",,"Water very high and fast, couldn't see fish well in upper reach."
Fell,SFU,4,10,2014,estuary,0,40,0,40,,,32,0,32,,,0,,,0,,,2,0,20,4,26,,0,0,2,3,5,,0,,Peak,Start,,Poor,Medium,,Rain,Medium,Above normal,DTDT,Low,"Very high water, white water, unable to see well in pools. In pool below falls unable to see much of anything other than white water.",,
Fell,SFU,4,10,2014,1,25,3,0,3,,,7,0,7,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Peak,Start,,Poor,Medium,,Rain,Medium,Above normal,DTDT,Low,"Very high water, white water, unable to see well in pools. In pool below falls unable to see much of anything other than white water.",,
Fell,SFU,4,10,2014,total,25,43,0,43,60,L,39,0,39,60,L,0,0,L,0,0,L,2,0,20,4,26,26,0,0,2,3,5,5,0,0,Peak,Start,,Poor,Medium,,Rain,Medium,Above normal,DTDT,Low,"Very high water, white water, unable to see well in pools. In pool below falls unable to see much of anything other than white water.",,
Kunsoot Main,SFU,5,10,2014,estuary,0,0,111,111,,,0,1095,1095,,,0,,,0,,,107,10,123,56,296,,37,2,59,25,123,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,1,100,100,0,100,,,822,0,822,,,1,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,2,200,39,0,39,,,84,0,84,,,0,,,0,,,3,0,50,1,54,,0,0,13,0,13,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,3,300,29,0,29,,,148,0,148,,,0,,,0,,,11,3,60,6,80,,2,0,23,1,26,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,4,400,33,0,33,,,56,0,56,,,0,,,0,,,3,24,48,5,80,,4,1,8,3,16,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,5,500,37,0,37,,,61,0,61,,,0,,,0,,,26,4,186,11,227,,1,0,22,0,23,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,6,600,25,0,25,,,46,0,46,,,0,,,0,,,27,2,208,4,241,,4,0,18,0,22,,1,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,7,700,67,0,67,,,23,0,23,,,0,,,0,,,9,5,224,8,246,,0,2,4,2,8,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,8,800,68,0,68,,,8,0,8,,,0,,,0,,,5,3,101,9,118,,0,0,0,0,0,,0,,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Kunsoot Main,SFU,5,10,2014,total,800,398,111,509,530,M,1248,1095,2343,2500,M,1,1,M,0,0,M,191,51,1000,100,1342,1342,48,5,147,31,231,231,1,1,Start,End,,Fair,Medium,Yes,Rain,Heavy,Above normal,"DTDT, Rapids",Low,,,"Stopped just before 1st waterfall, water too high to continue."
Goatbushu,SFU,6,10,2014,estuary,0,0,24,24,,,0,154,154,,,68,,,0,,,21,1,8,19,49,,13,1,17,11,42,,0,,Start,Peak,Peak,Good,Medium,No,None,,Above normal,DTDT,Medium,,,
Goatbushu,SFU,6,10,2014,1,50,1,0,1,,,86,0,86,,,0,,,0,,,3,0,0,0,3,,7,0,3,3,13,,0,,Start,Peak,Peak,Good,Medium,No,None,,Above normal,DTDT,Medium,,,
